SID,AltID,Session,Cond_code,Sequencing,Feedback,All_Items,Correct,Incorrect,Reamaining,ElapsedTime,P.sgp..H,P.sgp..M,P.sgp..L,EAP.sgp,MAP.sgp,P.ar..H,P.ar..M,P.ar..L,EAP.ar,MAP.ar,P.cr..H,P.cr..M,P.cr..L,EAP.cr,MAP.cr,P.dt..H,P.dt..M,P.dt..L,EAP.dt,MAP.dt,P.eg..H,P.eg..M,P.eg..L,EAP.eg,MAP.eg,P.exp..H,P.exp..M,P.exp..L,EAP.exp,MAP.exp,P.ext..H,P.ext..M,P.ext..L,EAP.ext,MAP.ext,P.ir..H,P.ir..M,P.ir..L,EAP.ir,MAP.ir,P.mod..H,P.mod..M,P.mod..L,EAP.mod,MAP.mod,P.rr..H,P.rr..M,P.rr..L,EAP.rr,MAP.rr,P.tab..H,P.tab..M,P.tab..L,EAP.tab,MAP.tab,P.vr..H,P.vr..M,P.vr..L,EAP.vr,MAP.vr,P.pic..H,P.pic..M,P.pic..L,EAP.pic,MAP.pic,t.cr1a,t.cr1b,t.cr3a,t.cr3b,t.cr2a,t.cr2b,t.eg1a,t.eg1b,t.eg3a,t.eg3b,t.eg2a,t.eg2b,t.exp1a,t.exp1b,t.exp3a,t.exp3b,t.exp2a,t.exp2b,t.ext1a,t.ext1c,t.ext3a,t.ext3b,t.ext2a,t.ext2c,t.modext1a,t.modext1b,t.modext3a,t.modext3b,t.modext2a,t.modext2b,t.rr1a,t.rr1b,t.rr3a,t.rr3b,t.rr2a,t.rr2b,t.sgp1a,t.sgp1b,t.sgp3a,t.sgp3b,t.sgp2a,t.sgp2b,t.tabext1a,t.tabext1b,t.tabext3a,t.tabext3b,t.tabext2a,t.tabext2b,t.vrexpmod3a,t.vrexpmod3a,,,t.vrextmod1a,t.vrextmod1b,t.vrextmod2a,t.vrmod3a,t.picexpvrmod3a,t.picexpmod3b,t.picext1a,t.picext1b,t.picext3a,.tpicexttabmodvr2a,t.vevrmg2a
S161,s06-11,6,2,2,1,63,27,36,0,00:21:41,0.001,0.292,0.707,1.705,1,0,0.011,0.989,1.988,1,0.766,0.227,0.007,0.24,3,0.133,0.251,0.616,1.482,1,0.034,0.248,0.717,1.683,1,0,0.019,0.981,1.981,1,0.372,0.595,0.033,0.66,2,0.001,0.05,0.949,1.948,1,0.005,0.097,0.898,1.893,1,0.14,0.579,0.281,1.141,2,0.2,0.487,0.314,1.114,2,0.001,0.054,0.944,1.943,1,0.001,0.045,0.954,1.954,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
S168,s06-12,6,3,1,1,63,10,53,0,00:28:21,0,0.001,0.999,1.999,1,0,0.002,0.998,1.998,1,0.019,0.402,0.579,1.56,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.015,0.985,1.985,1,0.001,0.215,0.784,1.784,1,0.001,0.046,0.952,1.951,1,0.002,0.053,0.945,1.944,1,0.001,0.102,0.897,1.896,1,0.001,0.071,0.927,1.926,1,0.006,0.152,0.843,1.837,1,0.006,0.162,0.832,1.826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1
S158,s06-13,6,2,2,1,63,37,25,1,00:41:20,0.605,0.393,0.002,0.396,3,0.393,0.375,0.232,0.839,3,0.993,0.007,0,0.007,3,0.273,0.325,0.402,1.129,1,0.006,0.149,0.845,1.839,1,0.23,0.45,0.32,1.091,2,0.946,0.053,0.001,0.054,3,0.666,0.259,0.075,0.409,3,0.132,0.457,0.411,1.279,2,0.867,0.127,0.007,0.14,3,0.818,0.173,0.009,0.192,3,0.649,0.28,0.071,0.422,3,0.086,0.422,0.491,1.405,1,2,2,1,NA,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2
S171,s06-14,6,3,1,1,63,20,43,0,00:28:18,0.002,0.307,0.691,1.69,1,0,0.011,0.989,1.988,1,0.59,0.381,0.029,0.439,3,0.135,0.252,0.612,1.477,1,0,0.025,0.974,1.974,1,0,0.02,0.98,1.98,1,0.122,0.717,0.16,1.038,2,0.007,0.104,0.889,1.883,1,0.015,0.152,0.833,1.818,1,0.04,0.423,0.537,1.496,1,0.002,0.079,0.918,1.916,1,0.013,0.181,0.806,1.793,1,0,0.033,0.967,1.966,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
S162,s06-15,6,3,1,1,63,8,55,0,00:18:59,0,0,1,2,1,0,0.004,0.996,1.996,1,0.018,0.402,0.58,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.017,0.983,1.983,1,0,0.072,0.928,1.928,1,0.002,0.05,0.948,1.947,1,0,0.026,0.973,1.973,1,0.008,0.228,0.764,1.756,1,0.001,0.048,0.952,1.951,1,0.007,0.164,0.829,1.823,1,0.001,0.072,0.927,1.926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
S179,s07-01,7,3,1,1,63,23,39,1,0.03125,0.047,0.713,0.241,1.194,2,0,0.004,0.996,1.996,1,0.698,0.264,0.037,0.339,3,0.194,0.29,0.516,1.322,1,0.024,0.254,0.722,1.698,1,0,0.007,0.993,1.993,1,0.745,0.25,0.006,0.261,3,0.004,0.115,0.881,1.877,1,0.016,0.192,0.792,1.777,1,0.001,0.102,0.897,1.895,1,0.195,0.499,0.306,1.111,2,0.004,0.097,0.898,1.894,1,0.003,0.105,0.891,1.888,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,NA
S182,s07-02,7,3,1,1,63,29,34,0,00:30:31,0.001,0.262,0.737,1.736,1,0.027,0.086,0.887,1.859,1,0.567,0.403,0.031,0.464,3,0.129,0.249,0.622,1.493,1,0,0.023,0.977,1.977,1,0.015,0.127,0.859,1.844,1,0.739,0.259,0.002,0.264,3,0.056,0.182,0.762,1.707,1,0.004,0.082,0.914,1.91,1,0.395,0.513,0.092,0.698,2,0.415,0.451,0.134,0.719,2,0.08,0.318,0.603,1.523,1,0.008,0.167,0.825,1.816,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1
S183,s07-03,7,1,2,2,63,20,43,0,00:21:29,0,0.003,0.997,1.997,1,0.053,0.111,0.837,1.784,1,0.02,0.402,0.578,1.558,1,0.098,0.227,0.675,1.577,1,0,0.01,0.99,1.99,1,0.132,0.334,0.533,1.401,1,0.013,0.546,0.44,1.427,2,0.049,0.157,0.794,1.744,1,0.049,0.245,0.706,1.658,1,0.223,0.535,0.242,1.018,2,0.118,0.421,0.461,1.343,1,0.074,0.315,0.611,1.537,1,0.002,0.085,0.913,1.911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1
S187,s07-04,7,2,2,1,63,13,50,0,00:16:19,0,0.002,0.998,1.998,1,0,0.015,0.985,1.985,1,0.019,0.402,0.579,1.56,1,0.098,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.012,0.988,1.988,1,0.017,0.642,0.341,1.324,2,0.031,0.235,0.733,1.702,1,0.042,0.232,0.725,1.683,1,0.009,0.231,0.76,1.75,1,0.002,0.069,0.93,1.928,1,0.158,0.497,0.345,1.187,2,0,0.041,0.958,1.958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1
S184,s07-05,7,2,2,1,63,10,53,0,00:21:10,0,0.001,0.999,1.999,1,0,0.006,0.994,1.994,1,0.019,0.402,0.579,1.56,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.003,0.997,1.997,1,0.01,0.595,0.395,1.385,2,0.007,0.105,0.887,1.88,1,0,0.014,0.986,1.986,1,0.008,0.228,0.763,1.755,1,0,0.017,0.982,1.982,1,0.035,0.322,0.644,1.609,1,0,0.024,0.976,1.976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
S178,s07-06,7,2,2,1,63,21,42,0,00:39:24,0.01,0.399,0.591,1.58,1,0,0.008,0.992,1.992,1,0.316,0.477,0.207,0.891,2,0.148,0.261,0.591,1.443,1,0,0.032,0.968,1.968,1,0,0.019,0.981,1.981,1,0.44,0.535,0.025,0.584,2,0.01,0.136,0.854,1.844,1,0.014,0.162,0.824,1.81,1,0.009,0.229,0.762,1.754,1,0.028,0.27,0.702,1.674,1,0.02,0.219,0.761,1.741,1,0.023,0.26,0.716,1.693,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2
S186,s07-07,7,1,2,2,63,18,45,0,00:30:21,0,0.106,0.893,1.893,1,0,0.004,0.996,1.996,1,0.275,0.602,0.123,0.848,2,0.11,0.236,0.654,1.544,1,0,0.015,0.985,1.985,1,0,0.003,0.997,1.997,1,0.036,0.62,0.343,1.307,2,0,0.027,0.972,1.972,1,0,0.026,0.974,1.973,1,0.038,0.422,0.54,1.502,1,0.462,0.425,0.113,0.651,3,0,0.041,0.958,1.958,1,0.002,0.074,0.924,1.923,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
S181,s07-08,7,2,2,1,63,8,55,0,00:26:26,0,0,1,2,1,0,0.009,0.991,1.991,1,0.018,0.402,0.58,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.008,0.992,1.992,1,0,0.149,0.851,1.851,1,0.001,0.036,0.963,1.962,1,0,0.016,0.984,1.984,1,0.139,0.58,0.282,1.143,2,0.004,0.116,0.88,1.876,1,0.003,0.108,0.889,1.886,1,0,0.035,0.965,1.965,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
S177,s07-09,7,1,2,2,63,9,54,0,00:31:53,0,0,1,2,1,0,0.003,0.997,1.997,1,0.072,0.6,0.328,1.256,2,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.002,0.997,1.997,1,0.003,0.38,0.617,1.614,1,0.001,0.044,0.955,1.953,1,0.001,0.046,0.952,1.951,1,0.008,0.227,0.765,1.757,1,0.008,0.153,0.839,1.831,1,0.005,0.144,0.851,1.846,1,0.001,0.058,0.941,1.94,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
S188,s07-10,7,3,1,1,63,11,52,0,00:33:35,0,0.001,0.999,1.999,1,0,0.003,0.997,1.997,1,0.208,0.656,0.137,0.929,2,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.019,0.981,1.981,1,0.003,0.375,0.623,1.62,1,0.002,0.059,0.939,1.936,1,0,0.01,0.99,1.99,1,0.001,0.102,0.897,1.896,1,0.001,0.059,0.94,1.939,1,0.01,0.195,0.794,1.784,1,0,0.029,0.97,1.97,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
S180,s07-11,7,1,2,2,63,22,41,0,00:36:46,0,0.023,0.977,1.977,1,0.001,0.021,0.978,1.977,1,0.085,0.593,0.322,1.236,2,0.1,0.229,0.671,1.571,1,0,0.011,0.989,1.989,1,0,0.01,0.99,1.989,1,0.495,0.495,0.009,0.514,3,0.005,0.065,0.93,1.925,1,0,0.02,0.98,1.98,1,0.35,0.549,0.101,0.751,2,0.31,0.475,0.215,0.905,2,0.011,0.181,0.808,1.797,1,0,0.023,0.976,1.976,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2
S189,s07-12,7,1,2,2,63,14,47,0,00:20:10,0,0,1,2,1,0.007,0.054,0.939,1.932,1,0.019,0.402,0.579,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0.001,0.033,0.965,1.964,1,0.027,0.696,0.277,1.251,2,0.053,0.255,0.692,1.639,1,0.007,0.105,0.888,1.881,1,0.163,0.568,0.269,1.105,2,0.022,0.23,0.748,1.726,1,0.192,0.495,0.312,1.12,2,0,0.039,0.961,1.961,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2
S201,s08-01,8,2,2,1,63,18,45,0,00:27:48,0,0.064,0.936,1.936,1,0,0.002,0.998,1.998,1,0.859,0.139,0.002,0.142,3,0.105,0.232,0.662,1.557,1,0,0.013,0.987,1.987,1,0,0.007,0.993,1.993,1,0.156,0.78,0.065,0.909,2,0.002,0.055,0.943,1.941,1,0,0.016,0.984,1.984,1,0.001,0.102,0.897,1.896,1,0.005,0.124,0.871,1.866,1,0.006,0.151,0.843,1.836,1,0,0.018,0.981,1.981,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
S198,s08-02,8,2,2,1,63,12,51,0,00:30:41,0,0,1,2,1,0,0.005,0.995,1.995,1,0.018,0.402,0.58,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.017,0.983,1.983,1,0.019,0.659,0.322,1.303,2,0.004,0.075,0.921,1.918,1,0.002,0.054,0.944,1.942,1,0.008,0.228,0.764,1.756,1,0.026,0.248,0.726,1.701,1,0.017,0.242,0.741,1.724,1,0,0.045,0.955,1.954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1
S197,s08-03,8,1,2,2,63,11,52,0,00:33:39,0,0,1,2,1,0,0.002,0.998,1.998,1,0.018,0.402,0.579,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.003,0.997,1.997,1,0.225,0.744,0.031,0.806,2,0.002,0.061,0.937,1.935,1,0,0.018,0.981,1.981,1,0.001,0.102,0.897,1.896,1,0,0.041,0.959,1.958,1,0.01,0.201,0.788,1.778,1,0.001,0.078,0.92,1.919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2
S194,s08-04,8,1,2,2,63,4,59,0,00:44:25,0,0,1,2,1,0,0.002,0.998,1.998,1,0.018,0.402,0.58,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.007,0.993,1.993,1,0,0.034,0.966,1.966,1,0,0.027,0.972,1.972,1,0,0.016,0.984,1.983,1,0.001,0.101,0.897,1.896,1,0.001,0.049,0.95,1.949,1,0.001,0.08,0.918,1.917,1,0.001,0.074,0.925,1.924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
S195,s08-05,8,2,2,1,63,10,53,0,00:25:39,0,0.001,0.999,1.999,1,0,0.002,0.998,1.998,1,0.073,0.599,0.328,1.255,2,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.017,0.983,1.983,1,0,0.127,0.872,1.872,1,0.001,0.049,0.95,1.948,1,0,0.025,0.975,1.974,1,0.001,0.102,0.897,1.896,1,0.004,0.118,0.878,1.875,1,0.006,0.16,0.833,1.827,1,0.001,0.069,0.93,1.929,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
S202,s08-06,8,3,1,1,63,25,38,0,00:35:12,0.001,0.311,0.689,1.688,1,0,0.014,0.985,1.985,1,0.894,0.105,0.001,0.107,3,0.135,0.253,0.612,1.477,1,0,0.025,0.974,1.974,1,0,0.004,0.996,1.996,1,0.595,0.397,0.007,0.412,3,0.001,0.041,0.958,1.957,1,0.04,0.24,0.72,1.68,1,0.347,0.552,0.102,0.755,2,0.04,0.311,0.649,1.609,1,0,0.028,0.971,1.971,1,0,0.019,0.981,1.981,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S199,s08-07,8,3,1,1,63,17,46,0,00:36:48,0,0.002,0.998,1.998,1,0,0.003,0.997,1.997,1,0.073,0.599,0.328,1.255,2,0.098,0.227,0.675,1.577,1,0,0.01,0.99,1.99,1,0,0.017,0.983,1.983,1,0.225,0.728,0.047,0.822,2,0.001,0.041,0.958,1.957,1,0.004,0.088,0.907,1.903,1,0.008,0.228,0.764,1.757,1,0.179,0.476,0.345,1.167,2,0.004,0.131,0.865,1.86,1,0,0.014,0.986,1.985,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
S204,s08-08,8,2,2,1,63,26,37,0,00:31:42,0.001,0.196,0.803,1.802,1,0,0.01,0.989,1.989,1,0.534,0.433,0.033,0.5,3,0.121,0.243,0.635,1.514,1,0.026,0.216,0.758,1.732,1,0,0.023,0.976,1.976,1,0.279,0.673,0.048,0.768,2,0.001,0.04,0.959,1.958,1,0.006,0.1,0.895,1.889,1,0.14,0.579,0.281,1.141,2,0.063,0.365,0.571,1.508,1,0.001,0.051,0.948,1.947,1,0.018,0.233,0.749,1.731,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2
S203,s08-09,8,1,2,2,63,13,50,0,00:31:50,0,0.001,0.999,1.999,1,0,0.01,0.989,1.989,1,0.019,0.402,0.579,1.56,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0.02,0.191,0.79,1.77,1,0.002,0.33,0.668,1.666,1,0.003,0.067,0.93,1.927,1,0.001,0.034,0.966,1.965,1,0.002,0.104,0.895,1.893,1,0,0.039,0.961,1.96,1,0.013,0.211,0.777,1.764,1,0.003,0.115,0.882,1.879,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1
S200,s08-10,8,1,2,2,63,27,36,0,00:29:13,0.007,0.447,0.546,1.54,1,0.012,0.06,0.928,1.917,1,0.497,0.425,0.077,0.58,3,0.153,0.264,0.582,1.429,1,0,0.033,0.966,1.966,1,0.004,0.065,0.932,1.928,1,0.565,0.423,0.013,0.448,3,0.031,0.17,0.799,1.768,1,0.036,0.241,0.723,1.687,1,0.374,0.53,0.096,0.723,2,0.162,0.472,0.365,1.203,2,0.041,0.247,0.712,1.671,1,0,0.045,0.955,1.954,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1
S196,s08-11,8,3,1,1,63,23,40,0,00:43:16,0.008,0.414,0.578,1.57,1,0.001,0.023,0.976,1.975,1,0.18,0.43,0.39,1.211,2,0.149,0.262,0.589,1.439,1,0,0.032,0.968,1.967,1,0,0.015,0.985,1.985,1,0.769,0.229,0.002,0.234,3,0.031,0.213,0.756,1.725,1,0.23,0.395,0.376,1.146,2,0.044,0.424,0.532,1.488,1,0.042,0.315,0.643,1.601,1,0.069,0.347,0.584,1.515,1,0.001,0.063,0.936,1.935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2
S208,s09-01,9,1,2,2,63,16,12,35,0.03125,0.536,0.459,0.006,0.47,3,0.029,0.131,0.839,1.81,1,0.981,0.019,0.001,0.02,3,0.266,0.323,0.411,1.145,1,0.695,0.26,0.045,0.35,3,0.007,0.056,0.937,1.93,1,0.971,0.029,0.001,0.03,3,0.187,0.409,0.404,1.217,2,0.229,0.475,0.296,1.067,2,0.27,0.403,0.328,1.058,2,0.749,0.21,0.041,0.292,3,0.2,0.4,0.401,1.201,1,0.045,0.297,0.657,1.612,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,NA,NA,2,NA,NA,NA,1,2,1,2,1,2,1,1,1,NA,NA,1,1,1,2
S209,s09-02,9,2,2,1,63,24,39,0,00:44:32,0.012,0.321,0.667,1.655,1,0.002,0.045,0.953,1.951,1,0.149,0.421,0.43,1.281,1,0.139,0.255,0.606,1.467,1,0.128,0.381,0.491,1.363,1,0,0.003,0.997,1.997,1,0.399,0.569,0.032,0.632,2,0.095,0.349,0.556,1.461,1,0.125,0.349,0.526,1.401,1,0.05,0.427,0.522,1.472,1,0.227,0.484,0.29,1.063,2,0.266,0.479,0.255,0.989,2,0.001,0.067,0.932,1.931,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2
S216,s09-03,9,3,1,1,63,45,18,0,00:34:10,0.968,0.032,0,0.032,3,0.071,0.266,0.663,1.592,1,0.999,0.001,0,0.001,3,0.305,0.335,0.359,1.054,1,0.837,0.157,0.006,0.169,3,0.007,0.113,0.88,1.873,1,1,0,0,0,3,0.361,0.435,0.204,0.843,2,0.61,0.348,0.042,0.433,3,0.5,0.429,0.071,0.57,3,0.503,0.413,0.084,0.581,3,0.339,0.422,0.24,0.901,2,0.574,0.374,0.052,0.478,3,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2
S214,s09-04,9,1,2,2,63,20,43,0,00:33:21,0,0.129,0.871,1.87,1,0,0.006,0.993,1.993,1,0.29,0.591,0.12,0.83,2,0.113,0.238,0.649,1.536,1,0.001,0.04,0.959,1.958,1,0,0.03,0.969,1.969,1,0.211,0.732,0.056,0.845,2,0.012,0.135,0.853,1.841,1,0.105,0.329,0.566,1.46,1,0.001,0.103,0.896,1.894,1,0.003,0.102,0.894,1.891,1,0.042,0.329,0.629,1.587,1,0.004,0.123,0.873,1.869,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2
S218,s09-05,9,2,2,1,63,33,30,0,00:25:16,0.114,0.837,0.05,0.936,2,0.004,0.059,0.938,1.934,1,0.963,0.036,0.001,0.037,3,0.223,0.308,0.469,1.246,1,0.776,0.209,0.015,0.239,3,0,0.006,0.994,1.994,1,0.673,0.313,0.014,0.341,3,0.01,0.156,0.834,1.823,1,0.016,0.213,0.771,1.755,1,0.814,0.181,0.005,0.19,3,0.27,0.502,0.228,0.958,2,0.005,0.09,0.905,1.901,1,0.059,0.389,0.551,1.492,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2
S217,s09-06,9,1,2,2,63,22,41,0,00:35:11,0.002,0.362,0.636,1.633,1,0,0.011,0.988,1.988,1,0.618,0.356,0.027,0.409,3,0.142,0.257,0.601,1.459,1,0,0.028,0.971,1.971,1,0.001,0.047,0.952,1.951,1,0.385,0.588,0.026,0.641,2,0.013,0.148,0.84,1.827,1,0.061,0.284,0.655,1.595,1,0.009,0.23,0.761,1.752,1,0.002,0.078,0.92,1.918,1,0.029,0.261,0.71,1.681,1,0.001,0.061,0.938,1.937,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1
